Name,BENJAMIN MEYER,,,,,,
Address,XXXXXXXXXXX,,,,,,
Account Number,XXXXXXXXXXX,,,,,,
Disclaimer,The information contained in this file is intended for the personal and confidential use of the recipient(s) named above.  Any unauthorized use is prohibited.,,,,,,
Title,Advanced Metering Data,,,,,,
Commodity,Electric,,,,,,
Meter Number,72621898,,,,,,
Start Date,03/30/2024,,,,,,
End Date,03/30/2025,,,,,,
,,,,,,,
Start Interval Date/Time,Meter Id,Usage,Units,Interval,Usage,Units,Interval
01/16/2025 14:00,72621898,1.88,kwh,60min,0.35,kwh,15min
01/16/2025 14:15,72621898,-,-,-,0.35,kwh,15min
01/16/2025 14:30,72621898,-,-,-,0.51,kwh,15min
01/16/2025 14:45,72621898,-,-,-,0.67,kwh,15min
01/16/2025 15:00,72621898,2.47,kwh,60min,0.6,kwh,15min
01/16/2025 15:15,72621898,-,-,-,0.61,kwh,15min
01/16/2025 15:30,72621898,-,-,-,0.65,kwh,15min
01/16/2025 15:45,72621898,-,-,-,0.61,kwh,15min
01/16/2025 16:00,72621898,2.3,kwh,60min,0.63,kwh,15min
01/16/2025 16:15,72621898,-,-,-,0.58,kwh,15min
01/16/2025 16:30,72621898,-,-,-,0.55,kwh,15min
01/16/2025 16:45,72621898,-,-,-,0.54,kwh,15min
01/16/2025 17:00,72621898,2.22,kwh,60min,0.54,kwh,15min
01/16/2025 17:15,72621898,-,-,-,0.57,kwh,15min
01/16/2025 17:30,72621898,-,-,-,0.53,kwh,15min
01/16/2025 17:45,72621898,-,-,-,0.58,kwh,15min
01/16/2025 18:00,72621898,2.79,kwh,60min,0.55,kwh,15min
01/16/2025 18:15,72621898,-,-,-,0.71,kwh,15min
01/16/2025 18:30,72621898,-,-,-,0.8,kwh,15min
01/16/2025 18:45,72621898,-,-,-,0.73,kwh,15min
01/16/2025 19:00,72621898,2.6,kwh,60min,0.6,kwh,15min
01/16/2025 19:15,72621898,-,-,-,0.69,kwh,15min
01/16/2025 19:30,72621898,-,-,-,0.68,kwh,15min
01/16/2025 19:45,72621898,-,-,-,0.63,kwh,15min
01/16/2025 20:00,72621898,3.19,kwh,60min,0.68,kwh,15min
01/16/2025 20:15,72621898,-,-,-,0.68,kwh,15min
01/16/2025 20:30,72621898,-,-,-,0.94,kwh,15min
01/16/2025 20:45,72621898,-,-,-,0.89,kwh,15min
01/16/2025 21:00,72621898,2.67,kwh,60min,0.73,kwh,15min
01/16/2025 21:15,72621898,-,-,-,0.66,kwh,15min
01/16/2025 21:30,72621898,-,-,-,0.61,kwh,15min
01/16/2025 21:45,72621898,-,-,-,0.67,kwh,15min
01/16/2025 22:00,72621898,2.49,kwh,60min,0.63,kwh,15min
01/16/2025 22:15,72621898,-,-,-,0.6,kwh,15min
01/16/2025 22:30,72621898,-,-,-,0.66,kwh,15min
01/16/2025 22:45,72621898,-,-,-,0.6,kwh,15min
01/16/2025 23:00,72621898,2.5,kwh,60min,0.58,kwh,15min
01/16/2025 23:15,72621898,-,-,-,0.6,kwh,15min
01/16/2025 23:30,72621898,-,-,-,0.52,kwh,15min
01/16/2025 23:45,72621898,-,-,-,0.8,kwh,15min
01/17/2025 00:00,72621898,2.38,kwh,60min,0.65,kwh,15min
01/17/2025 00:15,72621898,-,-,-,0.55,kwh,15min
01/17/2025 00:30,72621898,-,-,-,0.62,kwh,15min
01/17/2025 00:45,72621898,-,-,-,0.56,kwh,15min
01/17/2025 01:00,72621898,2.25,kwh,60min,0.57,kwh,15min
01/17/2025 01:15,72621898,-,-,-,0.58,kwh,15min
01/17/2025 01:30,72621898,-,-,-,0.53,kwh,15min
01/17/2025 01:45,72621898,-,-,-,0.57,kwh,15min
01/17/2025 02:00,72621898,2.3,kwh,60min,0.59,kwh,15min
01/17/2025 02:15,72621898,-,-,-,0.56,kwh,15min
01/17/2025 02:30,72621898,-,-,-,0.59,kwh,15min
01/17/2025 02:45,72621898,-,-,-,0.56,kwh,15min
01/17/2025 03:00,72621898,2.33,kwh,60min,0.6,kwh,15min
01/17/2025 03:15,72621898,-,-,-,0.56,kwh,15min
01/17/2025 03:30,72621898,-,-,-,0.59,kwh,15min
01/17/2025 03:45,72621898,-,-,-,0.58,kwh,15min
01/17/2025 04:00,72621898,2.31,kwh,60min,0.6,kwh,15min
01/17/2025 04:15,72621898,-,-,-,0.59,kwh,15min
01/17/2025 04:30,72621898,-,-,-,0.54,kwh,15min
01/17/2025 04:45,72621898,-,-,-,0.58,kwh,15min
01/17/2025 05:00,72621898,2.33,kwh,60min,0.6,kwh,15min
01/17/2025 05:15,72621898,-,-,-,0.58,kwh,15min
01/17/2025 05:30,72621898,-,-,-,0.59,kwh,15min
01/17/2025 05:45,72621898,-,-,-,0.56,kwh,15min
01/17/2025 06:00,72621898,2.4,kwh,60min,0.6,kwh,15min
01/17/2025 06:15,72621898,-,-,-,0.58,kwh,15min
01/17/2025 06:30,72621898,-,-,-,0.59,kwh,15min
01/17/2025 06:45,72621898,-,-,-,0.63,kwh,15min
01/17/2025 07:00,72621898,2.56,kwh,60min,0.62,kwh,15min
01/17/2025 07:15,72621898,-,-,-,0.69,kwh,15min
01/17/2025 07:30,72621898,-,-,-,0.62,kwh,15min
01/17/2025 07:45,72621898,-,-,-,0.63,kwh,15min
01/17/2025 08:00,72621898,2.43,kwh,60min,0.58,kwh,15min
01/17/2025 08:15,72621898,-,-,-,0.61,kwh,15min
01/17/2025 08:30,72621898,-,-,-,0.61,kwh,15min
01/17/2025 08:45,72621898,-,-,-,0.63,kwh,15min
01/17/2025 09:00,72621898,2.62,kwh,60min,0.69,kwh,15min
01/17/2025 09:15,72621898,-,-,-,0.66,kwh,15min
01/17/2025 09:30,72621898,-,-,-,0.66,kwh,15min
01/17/2025 09:45,72621898,-,-,-,0.61,kwh,15min
01/17/2025 10:00,72621898,2.68,kwh,60min,0.63,kwh,15min
01/17/2025 10:15,72621898,-,-,-,0.65,kwh,15min
01/17/2025 10:30,72621898,-,-,-,0.69,kwh,15min
01/17/2025 10:45,72621898,-,-,-,0.71,kwh,15min
01/17/2025 11:00,72621898,3.35,kwh,60min,0.66,kwh,15min
01/17/2025 11:15,72621898,-,-,-,1.07,kwh,15min
01/17/2025 11:30,72621898,-,-,-,0.95,kwh,15min
01/17/2025 11:45,72621898,-,-,-,0.67,kwh,15min
01/17/2025 12:00,72621898,2.82,kwh,60min,0.76,kwh,15min
01/17/2025 12:15,72621898,-,-,-,0.69,kwh,15min
01/17/2025 12:30,72621898,-,-,-,0.69,kwh,15min
01/17/2025 12:45,72621898,-,-,-,0.68,kwh,15min
01/17/2025 13:00,72621898,2.23,kwh,60min,0.53,kwh,15min
01/17/2025 13:15,72621898,-,-,-,0.65,kwh,15min
01/17/2025 13:30,72621898,-,-,-,0.58,kwh,15min
01/17/2025 13:45,72621898,-,-,-,0.47,kwh,15min
01/17/2025 14:00,72621898,1.87,kwh,60min,0.39,kwh,15min
01/17/2025 14:15,72621898,-,-,-,0.34,kwh,15min
01/17/2025 14:30,72621898,-,-,-,0.56,kwh,15min
01/17/2025 14:45,72621898,-,-,-,0.58,kwh,15min
01/17/2025 15:00,72621898,2.21,kwh,60min,0.55,kwh,15min
01/17/2025 15:15,72621898,-,-,-,0.55,kwh,15min
01/17/2025 15:30,72621898,-,-,-,0.52,kwh,15min
01/17/2025 15:45,72621898,-,-,-,0.59,kwh,15min
01/17/2025 16:00,72621898,2.26,kwh,60min,0.53,kwh,15min
01/17/2025 16:15,72621898,-,-,-,0.59,kwh,15min
01/17/2025 16:30,72621898,-,-,-,0.59,kwh,15min
01/17/2025 16:45,72621898,-,-,-,0.55,kwh,15min
01/17/2025 17:00,72621898,2.66,kwh,60min,0.47,kwh,15min
01/17/2025 17:15,72621898,-,-,-,0.6,kwh,15min
01/17/2025 17:30,72621898,-,-,-,0.79,kwh,15min
01/17/2025 17:45,72621898,-,-,-,0.8,kwh,15min
01/17/2025 18:00,72621898,2.82,kwh,60min,0.76,kwh,15min
01/17/2025 18:15,72621898,-,-,-,0.75,kwh,15min
01/17/2025 18:30,72621898,-,-,-,0.68,kwh,15min
01/17/2025 18:45,72621898,-,-,-,0.63,kwh,15min
01/17/2025 19:00,72621898,2.8,kwh,60min,0.73,kwh,15min
01/17/2025 19:15,72621898,-,-,-,0.72,kwh,15min
01/17/2025 19:30,72621898,-,-,-,0.6,kwh,15min
01/17/2025 19:45,72621898,-,-,-,0.75,kwh,15min
01/17/2025 20:00,72621898,2.59,kwh,60min,0.67,kwh,15min
01/17/2025 20:15,72621898,-,-,-,0.65,kwh,15min
01/17/2025 20:30,72621898,-,-,-,0.62,kwh,15min
01/17/2025 20:45,72621898,-,-,-,0.65,kwh,15min
01/17/2025 21:00,72621898,2.52,kwh,60min,0.61,kwh,15min
01/17/2025 21:15,72621898,-,-,-,0.7,kwh,15min
01/17/2025 21:30,72621898,-,-,-,0.59,kwh,15min
01/17/2025 21:45,72621898,-,-,-,0.62,kwh,15min
01/17/2025 22:00,72621898,3.12,kwh,60min,0.55,kwh,15min
01/17/2025 22:15,72621898,-,-,-,0.87,kwh,15min
01/17/2025 22:30,72621898,-,-,-,0.91,kwh,15min
01/17/2025 22:45,72621898,-,-,-,0.79,kwh,15min
01/17/2025 23:00,72621898,3.16,kwh,60min,0.72,kwh,15min
01/17/2025 23:15,72621898,-,-,-,0.95,kwh,15min
01/17/2025 23:30,72621898,-,-,-,0.66,kwh,15min
01/17/2025 23:45,72621898,-,-,-,0.83,kwh,15min
01/18/2025 00:00,72621898,3.06,kwh,60min,0.84,kwh,15min
01/18/2025 00:15,72621898,-,-,-,0.69,kwh,15min
01/18/2025 00:30,72621898,-,-,-,0.72,kwh,15min
01/18/2025 00:45,72621898,-,-,-,0.81,kwh,15min
01/18/2025 01:00,72621898,1.98,kwh,60min,0.55,kwh,15min
01/18/2025 01:15,72621898,-,-,-,0.46,kwh,15min
01/18/2025 01:30,72621898,-,-,-,0.47,kwh,15min
01/18/2025 01:45,72621898,-,-,-,0.5,kwh,15min
01/18/2025 02:00,72621898,1.92,kwh,60min,0.41,kwh,15min
01/18/2025 02:15,72621898,-,-,-,0.57,kwh,15min
01/18/2025 02:30,72621898,-,-,-,0.45,kwh,15min
01/18/2025 02:45,72621898,-,-,-,0.49,kwh,15min
01/18/2025 03:00,72621898,2.03,kwh,60min,0.48,kwh,15min
01/18/2025 03:15,72621898,-,-,-,0.52,kwh,15min
01/18/2025 03:30,72621898,-,-,-,0.48,kwh,15min
01/18/2025 03:45,72621898,-,-,-,0.55,kwh,15min
01/18/2025 04:00,72621898,1.96,kwh,60min,0.47,kwh,15min
01/18/2025 04:15,72621898,-,-,-,0.47,kwh,15min
01/18/2025 04:30,72621898,-,-,-,0.52,kwh,15min
01/18/2025 04:45,72621898,-,-,-,0.5,kwh,15min
01/18/2025 05:00,72621898,2.16,kwh,60min,0.57,kwh,15min
01/18/2025 05:15,72621898,-,-,-,0.51,kwh,15min
01/18/2025 05:30,72621898,-,-,-,0.55,kwh,15min
01/18/2025 05:45,72621898,-,-,-,0.53,kwh,15min
01/18/2025 06:00,72621898,2.13,kwh,60min,0.48,kwh,15min
01/18/2025 06:15,72621898,-,-,-,0.56,kwh,15min
01/18/2025 06:30,72621898,-,-,-,0.52,kwh,15min
01/18/2025 06:45,72621898,-,-,-,0.57,kwh,15min
01/18/2025 07:00,72621898,2.39,kwh,60min,0.56,kwh,15min
01/18/2025 07:15,72621898,-,-,-,0.6,kwh,15min
01/18/2025 07:30,72621898,-,-,-,0.62,kwh,15min
01/18/2025 07:45,72621898,-,-,-,0.61,kwh,15min
01/18/2025 08:00,72621898,2.44,kwh,60min,0.6,kwh,15min
01/18/2025 08:15,72621898,-,-,-,0.63,kwh,15min
01/18/2025 08:30,72621898,-,-,-,0.62,kwh,15min
01/18/2025 08:45,72621898,-,-,-,0.59,kwh,15min
01/18/2025 09:00,72621898,2.37,kwh,60min,0.54,kwh,15min
01/18/2025 09:15,72621898,-,-,-,0.63,kwh,15min
01/18/2025 09:30,72621898,-,-,-,0.59,kwh,15min
01/18/2025 09:45,72621898,-,-,-,0.61,kwh,15min
01/18/2025 10:00,72621898,2.7,kwh,60min,0.57,kwh,15min
01/18/2025 10:15,72621898,-,-,-,0.72,kwh,15min
01/18/2025 10:30,72621898,-,-,-,0.76,kwh,15min
01/18/2025 10:45,72621898,-,-,-,0.65,kwh,15min
01/18/2025 11:00,72621898,3.01,kwh,60min,0.69,kwh,15min
01/18/2025 11:15,72621898,-,-,-,0.72,kwh,15min
01/18/2025 11:30,72621898,-,-,-,0.95,kwh,15min
01/18/2025 11:45,72621898,-,-,-,0.65,kwh,15min
01/18/2025 12:00,72621898,3.18,kwh,60min,0.9,kwh,15min
01/18/2025 12:15,72621898,-,-,-,0.8,kwh,15min
01/18/2025 12:30,72621898,-,-,-,0.71,kwh,15min
01/18/2025 12:45,72621898,-,-,-,0.77,kwh,15min
01/18/2025 13:00,72621898,2.77,kwh,60min,0.7,kwh,15min
01/18/2025 13:15,72621898,-,-,-,0.75,kwh,15min
01/18/2025 13:30,72621898,-,-,-,0.9,kwh,15min
01/18/2025 13:45,72621898,-,-,-,0.42,kwh,15min
01/18/2025 14:00,72621898,2.16,kwh,60min,0.4,kwh,15min
01/18/2025 14:15,72621898,-,-,-,0.49,kwh,15min
01/18/2025 14:30,72621898,-,-,-,0.49,kwh,15min
01/18/2025 14:45,72621898,-,-,-,0.78,kwh,15min
01/18/2025 15:00,72621898,3.31,kwh,60min,0.7,kwh,15min
01/18/2025 15:15,72621898,-,-,-,0.74,kwh,15min
01/18/2025 15:30,72621898,-,-,-,0.81,kwh,15min
01/18/2025 15:45,72621898,-,-,-,1.06,kwh,15min
01/18/2025 16:00,72621898,3.22,kwh,60min,0.71,kwh,15min
01/18/2025 16:15,72621898,-,-,-,0.97,kwh,15min
01/18/2025 16:30,72621898,-,-,-,0.75,kwh,15min
01/18/2025 16:45,72621898,-,-,-,0.79,kwh,15min
01/18/2025 17:00,72621898,6.24,kwh,60min,1.63,kwh,15min
01/18/2025 17:15,72621898,-,-,-,1.47,kwh,15min
01/18/2025 17:30,72621898,-,-,-,1.52,kwh,15min
01/18/2025 17:45,72621898,-,-,-,1.62,kwh,15min
01/18/2025 18:00,72621898,4.11,kwh,60min,1.68,kwh,15min
01/18/2025 18:15,72621898,-,-,-,0.81,kwh,15min
01/18/2025 18:30,72621898,-,-,-,0.89,kwh,15min
01/18/2025 18:45,72621898,-,-,-,0.73,kwh,15min
01/18/2025 19:00,72621898,3.09,kwh,60min,0.75,kwh,15min
01/18/2025 19:15,72621898,-,-,-,0.83,kwh,15min
01/18/2025 19:30,72621898,-,-,-,0.8,kwh,15min
01/18/2025 19:45,72621898,-,-,-,0.71,kwh,15min
01/18/2025 20:00,72621898,3.33,kwh,60min,0.9,kwh,15min
01/18/2025 20:15,72621898,-,-,-,0.96,kwh,15min
01/18/2025 20:30,72621898,-,-,-,0.72,kwh,15min
01/18/2025 20:45,72621898,-,-,-,0.75,kwh,15min
01/18/2025 21:00,72621898,3.25,kwh,60min,0.76,kwh,15min
01/18/2025 21:15,72621898,-,-,-,0.81,kwh,15min
01/18/2025 21:30,72621898,-,-,-,0.8,kwh,15min
01/18/2025 21:45,72621898,-,-,-,0.88,kwh,15min
01/18/2025 22:00,72621898,3.77,kwh,60min,1.17,kwh,15min
01/18/2025 22:15,72621898,-,-,-,0.8,kwh,15min
01/18/2025 22:30,72621898,-,-,-,1.01,kwh,15min
01/18/2025 22:45,72621898,-,-,-,0.79,kwh,15min
01/18/2025 23:00,72621898,2.98,kwh,60min,0.73,kwh,15min
01/18/2025 23:15,72621898,-,-,-,0.81,kwh,15min
01/18/2025 23:30,72621898,-,-,-,0.75,kwh,15min
01/18/2025 23:45,72621898,-,-,-,0.69,kwh,15min
01/19/2025 00:00,72621898,2.68,kwh,60min,0.67,kwh,15min
01/19/2025 00:15,72621898,-,-,-,0.67,kwh,15min
01/19/2025 00:30,72621898,-,-,-,0.7,kwh,15min
01/19/2025 00:45,72621898,-,-,-,0.64,kwh,15min
01/19/2025 01:00,72621898,2.6,kwh,60min,0.66,kwh,15min
01/19/2025 01:15,72621898,-,-,-,0.64,kwh,15min
01/19/2025 01:30,72621898,-,-,-,0.61,kwh,15min
01/19/2025 01:45,72621898,-,-,-,0.69,kwh,15min
01/19/2025 02:00,72621898,2.59,kwh,60min,0.65,kwh,15min
01/19/2025 02:15,72621898,-,-,-,0.6,kwh,15min
01/19/2025 02:30,72621898,-,-,-,0.65,kwh,15min
01/19/2025 02:45,72621898,-,-,-,0.69,kwh,15min
01/19/2025 03:00,72621898,2.6,kwh,60min,0.61,kwh,15min
01/19/2025 03:15,72621898,-,-,-,0.66,kwh,15min
01/19/2025 03:30,72621898,-,-,-,0.6,kwh,15min
01/19/2025 03:45,72621898,-,-,-,0.73,kwh,15min
01/19/2025 04:00,72621898,2.69,kwh,60min,0.67,kwh,15min
01/19/2025 04:15,72621898,-,-,-,0.66,kwh,15min
01/19/2025 04:30,72621898,-,-,-,0.69,kwh,15min
01/19/2025 04:45,72621898,-,-,-,0.67,kwh,15min
01/19/2025 05:00,72621898,2.64,kwh,60min,0.65,kwh,15min
01/19/2025 05:15,72621898,-,-,-,0.66,kwh,15min
01/19/2025 05:30,72621898,-,-,-,0.65,kwh,15min
01/19/2025 05:45,72621898,-,-,-,0.68,kwh,15min
01/19/2025 06:00,72621898,2.79,kwh,60min,0.66,kwh,15min
01/19/2025 06:15,72621898,-,-,-,0.71,kwh,15min
01/19/2025 06:30,72621898,-,-,-,0.69,kwh,15min
01/19/2025 06:45,72621898,-,-,-,0.73,kwh,15min
01/19/2025 07:00,72621898,2.83,kwh,60min,0.69,kwh,15min
01/19/2025 07:15,72621898,-,-,-,0.69,kwh,15min
01/19/2025 07:30,72621898,-,-,-,0.71,kwh,15min
01/19/2025 07:45,72621898,-,-,-,0.74,kwh,15min
01/19/2025 08:00,72621898,3.05,kwh,60min,0.74,kwh,15min
01/19/2025 08:15,72621898,-,-,-,0.78,kwh,15min
01/19/2025 08:30,72621898,-,-,-,0.75,kwh,15min
01/19/2025 08:45,72621898,-,-,-,0.78,kwh,15min
01/19/2025 09:00,72621898,2.95,kwh,60min,0.75,kwh,15min
01/19/2025 09:15,72621898,-,-,-,0.71,kwh,15min
01/19/2025 09:30,72621898,-,-,-,0.77,kwh,15min
01/19/2025 09:45,72621898,-,-,-,0.72,kwh,15min
01/19/2025 10:00,72621898,3.23,kwh,60min,0.83,kwh,15min
01/19/2025 10:15,72621898,-,-,-,0.74,kwh,15min
01/19/2025 10:30,72621898,-,-,-,0.88,kwh,15min
01/19/2025 10:45,72621898,-,-,-,0.78,kwh,15min
01/19/2025 11:00,72621898,2.86,kwh,60min,0.69,kwh,15min
01/19/2025 11:15,72621898,-,-,-,0.78,kwh,15min
01/19/2025 11:30,72621898,-,-,-,0.72,kwh,15min
01/19/2025 11:45,72621898,-,-,-,0.67,kwh,15min
01/19/2025 12:00,72621898,3.25,kwh,60min,1.02,kwh,15min
01/19/2025 12:15,72621898,-,-,-,0.83,kwh,15min
01/19/2025 12:30,72621898,-,-,-,0.73,kwh,15min
01/19/2025 12:45,72621898,-,-,-,0.67,kwh,15min
01/19/2025 13:00,72621898,3.7,kwh,60min,0.7,kwh,15min
01/19/2025 13:15,72621898,-,-,-,0.69,kwh,15min
01/19/2025 13:30,72621898,-,-,-,1,kwh,15min
01/19/2025 13:45,72621898,-,-,-,1.31,kwh,15min
01/19/2025 14:00,72621898,3.69,kwh,60min,1.07,kwh,15min
01/19/2025 14:15,72621898,-,-,-,1.01,kwh,15min
01/19/2025 14:30,72621898,-,-,-,0.91,kwh,15min
01/19/2025 14:45,72621898,-,-,-,0.7,kwh,15min
01/19/2025 15:00,72621898,2.88,kwh,60min,0.78,kwh,15min
01/19/2025 15:15,72621898,-,-,-,0.67,kwh,15min
01/19/2025 15:30,72621898,-,-,-,0.69,kwh,15min
01/19/2025 15:45,72621898,-,-,-,0.74,kwh,15min
01/19/2025 16:00,72621898,3.07,kwh,60min,0.72,kwh,15min
01/19/2025 16:15,72621898,-,-,-,0.73,kwh,15min
01/19/2025 16:30,72621898,-,-,-,0.75,kwh,15min
01/19/2025 16:45,72621898,-,-,-,0.87,kwh,15min
01/19/2025 17:00,72621898,3.69,kwh,60min,1.12,kwh,15min
01/19/2025 17:15,72621898,-,-,-,0.87,kwh,15min
01/19/2025 17:30,72621898,-,-,-,0.86,kwh,15min
01/19/2025 17:45,72621898,-,-,-,0.84,kwh,15min
01/19/2025 18:00,72621898,3.17,kwh,60min,0.84,kwh,15min
01/19/2025 18:15,72621898,-,-,-,0.86,kwh,15min
01/19/2025 18:30,72621898,-,-,-,0.72,kwh,15min
01/19/2025 18:45,72621898,-,-,-,0.75,kwh,15min
01/19/2025 19:00,72621898,3.55,kwh,60min,0.83,kwh,15min
01/19/2025 19:15,72621898,-,-,-,0.84,kwh,15min
01/19/2025 19:30,72621898,-,-,-,0.87,kwh,15min
01/19/2025 19:45,72621898,-,-,-,1.01,kwh,15min
01/19/2025 20:00,72621898,3.68,kwh,60min,1.12,kwh,15min
01/19/2025 20:15,72621898,-,-,-,0.92,kwh,15min
01/19/2025 20:30,72621898,-,-,-,0.82,kwh,15min
01/19/2025 20:45,72621898,-,-,-,0.82,kwh,15min
01/19/2025 21:00,72621898,3.26,kwh,60min,0.83,kwh,15min
01/19/2025 21:15,72621898,-,-,-,0.84,kwh,15min
01/19/2025 21:30,72621898,-,-,-,0.81,kwh,15min
01/19/2025 21:45,72621898,-,-,-,0.78,kwh,15min
01/19/2025 22:00,72621898,3.66,kwh,60min,0.8,kwh,15min
01/19/2025 22:15,72621898,-,-,-,0.79,kwh,15min
01/19/2025 22:30,72621898,-,-,-,0.95,kwh,15min
01/19/2025 22:45,72621898,-,-,-,1.12,kwh,15min
01/19/2025 23:00,72621898,3.07,kwh,60min,0.76,kwh,15min
01/19/2025 23:15,72621898,-,-,-,0.8,kwh,15min
01/19/2025 23:30,72621898,-,-,-,0.76,kwh,15min
01/19/2025 23:45,72621898,-,-,-,0.75,kwh,15min
01/20/2025 00:00,72621898,2.94,kwh,60min,0.77,kwh,15min
01/20/2025 00:15,72621898,-,-,-,0.73,kwh,15min
01/20/2025 00:30,72621898,-,-,-,0.72,kwh,15min
01/20/2025 00:45,72621898,-,-,-,0.72,kwh,15min
01/20/2025 01:00,72621898,3.11,kwh,60min,0.98,kwh,15min
01/20/2025 01:15,72621898,-,-,-,0.79,kwh,15min
01/20/2025 01:30,72621898,-,-,-,0.65,kwh,15min
01/20/2025 01:45,72621898,-,-,-,0.69,kwh,15min
01/20/2025 02:00,72621898,2.75,kwh,60min,0.68,kwh,15min
01/20/2025 02:15,72621898,-,-,-,0.7,kwh,15min
01/20/2025 02:30,72621898,-,-,-,0.7,kwh,15min
01/20/2025 02:45,72621898,-,-,-,0.67,kwh,15min
01/20/2025 03:00,72621898,3.07,kwh,60min,0.7,kwh,15min
01/20/2025 03:15,72621898,-,-,-,0.68,kwh,15min
01/20/2025 03:30,72621898,-,-,-,0.75,kwh,15min
01/20/2025 03:45,72621898,-,-,-,0.94,kwh,15min
01/20/2025 04:00,72621898,2.88,kwh,60min,0.84,kwh,15min
01/20/2025 04:15,72621898,-,-,-,0.69,kwh,15min
01/20/2025 04:30,72621898,-,-,-,0.66,kwh,15min
01/20/2025 04:45,72621898,-,-,-,0.69,kwh,15min
01/20/2025 05:00,72621898,2.74,kwh,60min,0.67,kwh,15min
01/20/2025 05:15,72621898,-,-,-,0.67,kwh,15min
01/20/2025 05:30,72621898,-,-,-,0.71,kwh,15min
01/20/2025 05:45,72621898,-,-,-,0.69,kwh,15min
01/20/2025 06:00,72621898,3.09,kwh,60min,0.75,kwh,15min
01/20/2025 06:15,72621898,-,-,-,0.66,kwh,15min
01/20/2025 06:30,72621898,-,-,-,0.74,kwh,15min
01/20/2025 06:45,72621898,-,-,-,0.94,kwh,15min
01/20/2025 07:00,72621898,3.22,kwh,60min,0.96,kwh,15min
01/20/2025 07:15,72621898,-,-,-,0.75,kwh,15min
01/20/2025 07:30,72621898,-,-,-,0.74,kwh,15min
01/20/2025 07:45,72621898,-,-,-,0.77,kwh,15min
01/20/2025 08:00,72621898,3,kwh,60min,0.73,kwh,15min
01/20/2025 08:15,72621898,-,-,-,0.8,kwh,15min
01/20/2025 08:30,72621898,-,-,-,0.77,kwh,15min
01/20/2025 08:45,72621898,-,-,-,0.7,kwh,15min
01/20/2025 09:00,72621898,3.32,kwh,60min,0.79,kwh,15min
01/20/2025 09:15,72621898,-,-,-,0.76,kwh,15min
01/20/2025 09:30,72621898,-,-,-,0.77,kwh,15min
01/20/2025 09:45,72621898,-,-,-,1,kwh,15min
01/20/2025 10:00,72621898,3.43,kwh,60min,0.96,kwh,15min
01/20/2025 10:15,72621898,-,-,-,0.76,kwh,15min
01/20/2025 10:30,72621898,-,-,-,0.84,kwh,15min
01/20/2025 10:45,72621898,-,-,-,0.87,kwh,15min
01/20/2025 11:00,72621898,2.89,kwh,60min,0.75,kwh,15min
01/20/2025 11:15,72621898,-,-,-,0.72,kwh,15min
01/20/2025 11:30,72621898,-,-,-,0.71,kwh,15min
01/20/2025 11:45,72621898,-,-,-,0.71,kwh,15min
01/20/2025 12:00,72621898,3.63,kwh,60min,0.94,kwh,15min
01/20/2025 12:15,72621898,-,-,-,1.05,kwh,15min
01/20/2025 12:30,72621898,-,-,-,0.83,kwh,15min
01/20/2025 12:45,72621898,-,-,-,0.81,kwh,15min
01/20/2025 13:00,72621898,2.77,kwh,60min,0.77,kwh,15min
01/20/2025 13:15,72621898,-,-,-,0.74,kwh,15min
01/20/2025 13:30,72621898,-,-,-,0.72,kwh,15min
01/20/2025 13:45,72621898,-,-,-,0.54,kwh,15min
01/20/2025 14:00,72621898,2.62,kwh,60min,0.54,kwh,15min
01/20/2025 14:15,72621898,-,-,-,0.74,kwh,15min
01/20/2025 14:30,72621898,-,-,-,0.54,kwh,15min
01/20/2025 14:45,72621898,-,-,-,0.8,kwh,15min
01/20/2025 15:00,72621898,3.18,kwh,60min,0.81,kwh,15min
01/20/2025 15:15,72621898,-,-,-,0.78,kwh,15min
01/20/2025 15:30,72621898,-,-,-,0.8,kwh,15min
01/20/2025 15:45,72621898,-,-,-,0.79,kwh,15min
01/20/2025 16:00,72621898,3.14,kwh,60min,0.73,kwh,15min
01/20/2025 16:15,72621898,-,-,-,0.86,kwh,15min
01/20/2025 16:30,72621898,-,-,-,0.74,kwh,15min
01/20/2025 16:45,72621898,-,-,-,0.81,kwh,15min
01/20/2025 17:00,72621898,3.23,kwh,60min,0.75,kwh,15min
01/20/2025 17:15,72621898,-,-,-,0.8,kwh,15min
01/20/2025 17:30,72621898,-,-,-,0.87,kwh,15min
01/20/2025 17:45,72621898,-,-,-,0.81,kwh,15min
01/20/2025 18:00,72621898,3.6,kwh,60min,0.74,kwh,15min
01/20/2025 18:15,72621898,-,-,-,0.87,kwh,15min
01/20/2025 18:30,72621898,-,-,-,1.01,kwh,15min
01/20/2025 18:45,72621898,-,-,-,0.98,kwh,15min
01/20/2025 19:00,72621898,3.68,kwh,60min,1.15,kwh,15min
01/20/2025 19:15,72621898,-,-,-,0.99,kwh,15min
01/20/2025 19:30,72621898,-,-,-,0.77,kwh,15min
01/20/2025 19:45,72621898,-,-,-,0.77,kwh,15min
01/20/2025 20:00,72621898,3.61,kwh,60min,0.75,kwh,15min
01/20/2025 20:15,72621898,-,-,-,0.94,kwh,15min
01/20/2025 20:30,72621898,-,-,-,0.85,kwh,15min
01/20/2025 20:45,72621898,-,-,-,1.07,kwh,15min
01/20/2025 21:00,72621898,4.04,kwh,60min,0.86,kwh,15min
